latitude,longitude,time
-37.8483,146.1656,1151.0
-37.9519,146.1656,1138.0
-37.396,146.1711,977.0
-37.4179,146.1711,1036.0
-37.466,146.1711,999.0
-37.6533,146.1711,1175.0
-37.6837,146.1711,1159.0
-37.304,146.1767,1041.0
-37.9088,146.1767,1099.0
-37.9735,146.1822,1139.0
-38.0165,146.1822,1127.0
-37.4223,146.1877,1058.0
-37.2689,146.1932,1082.0
-37.4398,146.1932,1077.0
-37.4878,146.1932,1031.0
-37.5009,146.1932,1021.0
-37.6098,146.1932,1168.0
-37.9174,146.1932,982.0
-37.9433,146.1932,1105.0
-37.8959,146.1987,1102.0
-37.9562,146.1987,1126.0
-37.5096,146.2042,985.0
-37.9821,146.2042,1218.0
-37.8656,146.2097,1119.0
-38.0122,146.2097,1129.0
-37.2689,146.2153,1058.0
-37.3347,146.2153,1001.0
-37.9519,146.2153,1083.0
-37.225,146.2208,1098.0
-37.9174,146.2208,1112.0
-37.9821,146.2208,1137.0
-37.2382,146.2263,989.0
-37.361,146.2263,961.0
-37.3917,146.2318,1042.0
-38.0251,146.2318,1126.0
-37.2074,146.2373,1079.0
-37.6924,146.2373,1052.0
-37.7271,146.2373,1143.0
-37.9821,146.2373,1175.0
-37.3566,146.2428,1202.0
-36.8007,146.2483,19.0
-37.8829,146.2483,1150.0
-37.6663,146.2539,1130.0
-37.8699,146.2539,1159.0
-37.9519,146.2539,1122.0
-37.9907,146.2539,1132.0
-36.7562,146.2594,27.0
-36.8673,146.2594,41.0
-37.2162,146.2594,1119.0
-37.2294,146.2594,1119.0
-37.2953,146.2594,1039.0
-37.3566,146.2594,1203.0
-37.514,146.2594,974.0
-37.649,146.2594,1084.0
-37.7748,146.2594,1169.0
-37.9433,146.2594,1171.0
-37.4048,146.2649,986.0
-37.6924,146.2649,1035.0
-37.7184,146.2649,1072.0
-37.8829,146.2649,1255.0
-37.9606,146.2649,1238.0
-37.3698,146.2704,1218.0
-37.396,146.2704,1050.0
-37.7705,146.2704,1041.0
-37.9261,146.2704,960.0
-38.1154,146.2704,1101.0
-36.6894,146.2759,36.0
-37.1634,146.2759,1122.0
-37.2777,146.2759,1032.0
-37.8051,146.2759,1143.0
-36.7028,146.2814,11.0
-37.2074,146.2814,1104.0
-37.2294,146.2814,1141.0
-37.7098,146.2814,1032.0
-37.8224,146.2814,1131.0
-37.1105,146.2869,876.0
-37.8613,146.2869,1144.0
-37.9347,146.2869,1227.0
-36.725,146.2925,43.0
-37.247,146.2925,1110.0
-37.9606,146.2925,1121.0
-38.0423,146.2925,1101.0
-38.081,146.2925,1036.0
-37.3742,146.298,1195.0
-37.7791,146.298,1133.0
-37.675,146.3035,960.0
-37.8829,146.3035,1245.0
-38.0337,146.3035,1103.0
-36.6269,146.309,36.0
-36.6448,146.309,15.0
-36.6626,146.309,4.0
-36.676,146.309,40.0
-37.2733,146.309,1097.0
-37.4135,146.309,969.0
-37.8743,146.309,1136.0
-36.8895,146.3145,43.0
-37.6924,146.3145,1032.0
-38.0165,146.3145,979.0
-36.6135,146.32,23.0
-36.6805,146.32,24.0
-36.7339,146.32,15.0
-36.7695,146.32,47.0
-37.9218,146.32,1077.0
-37.9519,146.32,1250.0
-36.7161,146.3256,27.0
-36.7428,146.3256,10.0
-37.361,146.3256,1107.0
-37.7054,146.3256,1036.0
-37.7834,146.3256,1032.0
-36.8096,146.3311,24.0
-37.7964,146.3311,1037.0
-38.0294,146.3311,1160.0
-36.7784,146.3366,40.0
-37.2426,146.3366,864.0
-36.6135,146.3421,12.0
-36.6983,146.3421,28.0
-36.7117,146.3421,48.0
-37.062,146.3421,924.0
-37.2601,146.3421,1092.0
-37.6316,146.3421,1111.0
-38.0165,146.3421,1194.0
-37.5402,146.3476,997.0
-37.7401,146.3476,1199.0
-38.0036,146.3476,1205.0
-37.9907,146.3531,1101.0
-36.6091,146.3586,45.0
-37.0311,146.3586,842.0
-37.2953,146.3586,1054.0
-37.361,146.3586,1060.0
-37.4965,146.3586,1172.0
-37.5227,146.3586,1160.0
-37.7834,146.3586,1048.0
-36.5599,146.3642,68.0
-36.5867,146.3642,12.0
-37.6924,146.3642,1041.0
-37.7921,146.3642,1067.0
-37.9088,146.3642,1325.0
-38.0466,146.3642,1112.0
-36.5286,146.3697,26.0
-37.3742,146.3697,1046.0
-37.675,146.3697,1093.0
-37.9261,146.3697,1212.0
-36.6403,146.3752,30.0
-36.7161,146.3752,15.0
-36.7384,146.3752,4.0
-36.7473,146.3752,42.0
-36.7829,146.3752,7.0
-37.2074,146.3752,900.0
-36.6715,146.3807,34.0
-37.4922,146.3807,1179.0
-37.7705,146.3807,968.0
-36.6091,146.3862,16.0
-36.7562,146.3862,48.0
-36.7651,146.3862,35.0
-37.4048,146.3862,1098.0
-37.4223,146.3862,1083.0
-37.9088,146.3862,1114.0
-38.0165,146.3862,1256.0
-36.618,146.3917,23.0
-36.6358,146.3917,27.0
-37.4747,146.3917,1200.0
-36.6537,146.3972,22.0
-36.7161,146.3972,1.0
-37.2997,146.3972,1072.0
-37.5489,146.3972,1010.0
-37.5663,146.3972,1137.0
-37.6229,146.3972,1054.0
-37.8527,146.3972,983.0
-36.676,146.4028,4.0
-36.7918,146.4028,22.0
-37.0046,146.4028,884.0
-37.159,146.4028,918.0
-36.7339,146.4083,12.0
-36.7651,146.4083,13.0
-36.7784,146.4083,37.0
-36.8628,146.4083,49.0
-36.9825,146.4083,899.0
-37.7834,146.4083,1066.0
-37.8613,146.4083,1034.0
-37.8743,146.4083,1009.0
-36.6001,146.4138,6.0
-36.7117,146.4138,22.0
-36.7473,146.4138,32.0
-37.4223,146.4138,1119.0
-37.4703,146.4138,1191.0
-37.6098,146.4138,1147.0
-38.0724,146.4138,1072.0
-36.8895,146.4193,18.0
-37.0708,146.4193,903.0
-37.3785,146.4193,1093.0
-37.3917,146.4193,1092.0
-37.4878,146.4193,1188.0
-37.5837,146.4193,1124.0
-37.9692,146.4193,1267.0
-36.5822,146.4248,48.0
-36.6225,146.4248,9.0
-36.6671,146.4248,42.0
-37.137,146.4248,835.0
-36.5017,146.4303,52.0
-36.7072,146.4303,37.0
-37.2997,146.4303,986.0
-37.5489,146.4303,1144.0
-37.8527,146.4303,999.0
-36.6358,146.4358,10.0
-36.814,146.4358,11.0
-36.8362,146.4358,48.0
-37.4004,146.4358,1107.0
-37.6229,146.4358,1093.0
-37.9519,146.4358,1223.0
-37.9735,146.4358,1073.0
-36.4838,146.4414,61.0
-36.8673,146.4414,27.0
-37.3084,146.4414,1010.0
-37.5619,146.4414,1142.0
-37.6055,146.4414,1117.0
-36.6001,146.4469,9.0
-36.6492,146.4469,12.0
-36.8007,146.4469,3.0
-37.8699,146.4469,1255.0
-38.0939,146.4469,1067.0
-36.5644,146.4524,7.0
-36.7606,146.4524,42.0
-37.7054,146.4524,1095.0
-36.5196,146.4579,9.0
-36.8273,146.4579,27.0
-36.8628,146.4579,47.0
-37.5314,146.4579,1058.0
-37.6142,146.4579,1118.0
-37.662,146.4579,1126.0
-36.7206,146.4634,21.0
-36.8762,146.4634,41.0
-36.9249,146.4634,40.0
-37.1678,146.4634,1051.0
-37.5009,146.4634,1048.0
-37.5532,146.4634,1221.0
-37.7834,146.4634,1065.0
-37.9433,146.4634,1114.0
-38.0595,146.4634,1075.0
-36.7339,146.4689,48.0
-37.4267,146.4689,1104.0
-37.5968,146.4689,1099.0
-36.542,146.4745,75.0
-36.5644,146.4745,38.0
-36.7651,146.4745,6.0
-37.1766,146.4745,913.0
-37.2382,146.4745,850.0
-37.7271,146.4745,1045.0
-37.8354,146.4745,1204.0
-37.8527,146.4745,1267.0
-38.0165,146.4745,1088.0
-36.5286,146.48,63.0
-36.8007,146.48,26.0
-37.1326,146.48,959.0
-37.1502,146.48,902.0
-37.3216,146.48,1030.0
-37.4485,146.48,1161.0
-37.5881,146.48,1054.0
-37.8224,146.48,1244.0
-36.7873,146.4855,38.0
-37.0267,146.4855,885.0
-37.8699,146.4855,1076.0
-37.8786,146.4855,1184.0
-36.5733,146.491,61.0
-37.0885,146.491,908.0
-37.159,146.491,942.0
-37.2821,146.491,923.0
-37.6316,146.491,1159.0
-37.7445,146.491,1069.0
-37.8051,146.491,1264.0
-36.6091,146.4965,42.0
-36.7161,146.4965,3.0
-37.1282,146.4965,929.0
-37.247,146.4965,887.0
-37.3347,146.4965,1056.0
-37.844,146.4965,1196.0
-37.9174,146.4965,936.0
-38.0423,146.4965,1015.0
-36.4793,146.502,90.0
-36.5286,146.502,16.0
-36.5509,146.502,48.0
-36.6582,146.502,14.0
-37.3917,146.502,1082.0
-37.7618,146.502,1066.0
-38.0208,146.502,1070.0
-36.8096,146.5075,34.0
-37.0267,146.5075,910.0
-37.1942,146.5075,950.0
-37.2074,146.5075,913.0
-37.225,146.5075,900.0
-37.2777,146.5075,1049.0
-36.5062,146.5131,62.0
-36.7784,146.5131,28.0
-37.0399,146.5131,92.0
-37.2382,146.5131,983.0
-37.2601,146.5131,1100.0
-37.4004,146.5131,1033.0
-37.466,146.5131,1057.0
-37.7184,146.5131,1153.0
-37.7618,146.5131,1263.0
-36.6403,146.5186,17.0
-37.7011,146.5186,1046.0
-37.8915,146.5186,992.0
-36.6582,146.5241,35.0
-37.1194,146.5241,1112.0
-37.1634,146.5241,931.0
-37.4441,146.5241,1096.0
-37.7531,146.5241,1122.0
-36.6938,146.5296,48.0
-36.9515,146.5296,924.0
-37.1942,146.5296,935.0
-37.304,146.5296,1046.0
-36.4703,146.5351,93.0
-36.4972,146.5351,54.0
-36.7873,146.5351,870.0
-36.8229,146.5351,36.0
-37.1722,146.5351,1015.0
-37.4354,146.5351,1036.0
-36.5286,146.5406,88.0
-37.2689,146.5406,1006.0
-37.6011,146.5406,1076.0
-37.0929,146.5461,912.0
-37.1766,146.5461,947.0
-37.2074,146.5461,876.0
-37.304,146.5461,1036.0
-37.3479,146.5461,1034.0
-37.4616,146.5461,1076.0
-37.9088,146.5461,1085.0
-37.9519,146.5461,987.0
-36.421,146.5517,74.0
-36.6938,146.5517,15.0
-36.7384,146.5517,39.0
-36.7873,146.5517,747.0
-37.3128,146.5517,1040.0
-36.6805,146.5572,3.0
-37.0885,146.5572,910.0
-37.225,146.5572,1017.0
-37.3654,146.5572,1045.0
-37.3742,146.5572,1053.0
-37.5707,146.5572,1040.0
-36.4479,146.5627,52.0
-36.6135,146.5627,40.0
-36.7473,146.5627,38.0
-37.1194,146.5627,892.0
-37.1634,146.5627,975.0
-37.5489,146.5627,1063.0
-37.662,146.5627,1110.0
-37.9649,146.5627,1029.0
-36.533,146.5682,716.0
-36.6582,146.5682,10.0
-37.1017,146.5682,914.0
-36.5017,146.5737,96.0
-36.5509,146.5737,94.0
-36.7962,146.5737,19.0
-37.2118,146.5737,988.0
-36.5241,146.5792,24.0
-37.2777,146.5792,944.0
-37.5663,146.5792,1042.0
-37.9045,146.5792,1102.0
-38.0638,146.5792,1040.0
-36.5822,146.5847,88.0
-36.6805,146.5847,35.0
-36.8939,146.5847,42.0
-37.1678,146.5847,1018.0
-37.2074,146.5847,990.0
-36.5062,146.5903,59.0
-37.4747,146.5903,1054.0
-37.4922,146.5903,1076.0
-37.514,146.5903,1293.0
-37.6011,146.5903,1058.0
-36.6448,146.5958,7.0
-37.4441,146.5958,1054.0
-37.5881,146.5958,1059.0
-37.7445,146.5958,1259.0
-36.7962,146.6013,20.0
-37.4572,146.6013,978.0
-37.6533,146.6013,1066.0
-36.3806,146.6068,98.0
-36.4972,146.6068,13.0
-36.5151,146.6068,82.0
-36.8406,146.6068,880.0
-37.009,146.6068,964.0
-37.1678,146.6068,946.0
-37.4048,146.6068,1055.0
-36.5822,146.6123,96.0
-36.676,146.6123,23.0
-36.7651,146.6123,1043.0
-37.4572,146.6123,1033.0
-37.6142,146.6123,1058.0
-36.5554,146.6178,17.0
-36.6225,146.6178,47.0
-36.7962,146.6178,47.0
-36.814,146.6178,10.0
-36.6091,146.6233,32.0
-36.7784,146.6233,14.0
-37.5271,146.6233,1348.0
-37.662,146.6233,1041.0
-36.4748,146.6289,32.0
-36.7028,146.6289,27.0
-36.8584,146.6289,12.0
-36.9515,146.6289,835.0
-37.6055,146.6289,1040.0
-38.0036,146.6289,1096.0
