latitude,longitude,time,risk_rating
-36.5146,146.7997673,367.9645875,0.239723317
-35.031,150.1479319,1330.215275,0.862105629
-36.1548,149.2164876,827.2974109,0.465335916
-35.0471,150.6111366,1287.825336,0.399383797
-37.2139,146.5580952,251.0831085,0.448875676
-36.551,148.1591724,74.6916332,0.923985432
-36.1548,149.0050246,858.4349133,0.324039515
-35.1886,148.7885267,1025.746231,0.311866791
-37.4161,147.4945744,264.0805783,0.473971961
-35.2857,149.1963483,211.63085,0.533279538
-36.4984,149.4732641,794.380296,0.381882861
-37.1048,146.9407426,297.5556735,0.481224703
-36.939,149.8156328,606.2864365,0.396943429
-36.179,148.3404265,351.0733133,0.225019645
-36.082,149.2366269,774.1070557,0.514193621
-35.2048,150.3392556,1290.288009,0.445795429
-35.3301,148.657621,980.057273,0.298553024
-35.7627,147.5751317,643.053305,0.787483409
-36.2761,147.7010025,416.3998818,0.336537437
-35.8678,149.2668359,837.0240708,0.472139229
-34.9582,149.3222191,1183.086226,0.766255008
-35.3139,149.6494833,1221.893569,0.796621343
-36.3731,149.7552148,430.34442,0.349848954
-35.5888,149.6444485,835.200429,0.391874925
-36.741,146.170413,436.7545707,0.863697848
-36.9795,147.5499575,373.7083979,0.490709701
-37.5778,149.4934035,31.86430614,0.290712989
-36.4944,149.5185776,625.0973771,0.366406834
-36.8541,147.2126236,312.5302518,0.913386738
-37.598,147.4190518,283.6018417,0.749104447
-37.5292,146.4624334,227.5686811,0.97273812
-35.2937,149.1459999,973.4309551,0.712653922
-37.695,148.295113,107.4537405,0.989508545
-36.6965,146.9961258,299.9600123,0.608527595
-35.8759,150.1479319,1191.364337,0.295179994
-35.4029,148.6173423,939.8866604,0.918651319
-35.8759,148.3958096,807.1972371,0.587099744
-36.171,149.0805471,862.2870571,0.971757925
-37.3271,149.9062599,354.9800177,0.710628036
-35.3139,149.599135,1209.961245,0.646055185
-36.8137,145.9992286,375.634611,0.640320673
-36.268,149.6092046,829.908342,0.607193934
-36.1063,149.7401103,792.2093214,0.388344969
-37.6707,148.2800085,265.2990718,0.944767966
-36.7935,147.2277281,328.164689,0.983955978
-37.7475,147.4291215,266.2314534,0.522139624
-36.1629,149.2819404,754.2865413,0.926994766
-37.792,147.9023959,273.3092186,0.535875185
-35.2776,148.9697807,930.9434396,0.845873697
-35.8718,149.5286473,1042.061901,0.297874773
-36.3327,149.2567663,698.498951,0.236678076
-37.7637,149.0050246,198.1476245,0.433233937
-37.0603,146.5530604,385.5792413,0.689836282
-37.6626,145.5309891,218.1946618,0.26942798
-37.3716,149.1359302,16.53480416,0.600823912
-37.2867,147.3586338,307.0307177,0.418416745
-37.8486,146.8450808,322.5984895,0.566419311
-36.9471,148.446158,117.6359997,0.222561539
-36.3933,147.9074307,130.1920879,0.614904825
-36.0133,149.5135428,847.8553729,0.737399944
-37.032,149.2366269,486.2414579,0.600944893
-35.3382,150.3694646,1355.398278,0.355107705
-35.0997,148.8640492,937.3148837,0.750428758
-35.5403,149.8156328,1244.563397,0.821934259
-36.6682,146.8954291,181.82799,0.682276707
-36.2114,149.0604077,871.2688562,0.531021666
-37.3352,147.7815599,181.7049398,0.544514638
-37.7597,147.4291215,265.3720487,0.593897798
-37.125,146.6285829,391.5822823,0.91411023
-35.8678,149.3272539,869.7364149,0.473765719
-35.605,149.9767475,1236.688362,0.244186613
-37.6263,147.1018573,360.7138476,0.327592143
-37.6303,149.7048665,9.677474706,0.95646273
-34.9865,150.6413456,1311.447731,0.893611683
