Scenario Name,,Mean time (hr),Max time (hr),99th percentile (hr),90th percentile (hr),50th percentile (hr)
time,Inspections,0.38824471519004056,2.598732552042791,1.5349704305039533,0.8426163461069899,0.29090532238337197
,Suppressions,No strikes were suppressed

product,Inspections,0.43001560147590956,3.2102173003219527,1.9404034513196633,0.9759905235539211,0.29149409338816945
,Suppressions,No strikes were suppressed

thresh,Inspections,0.47988304044621016,2.40462066031603,1.5709868884337443,0.9458508205133396,0.4049766564431436
,Suppressions,No strikes were suppressed

