Strike ID,Latitude,Longitude,Spawn time (hr),Inspection time (hr),Suppression time (hr)
0,-37.6626,145.5309891,3.6365776966666665,0.44778935395695146,N/A
1,-36.749,145.7474869,6.968794978333333,1.3387893467056953,N/A
2,-36.745,145.7676263,6.356427016666666,2.1564223514330116,N/A
3,-36.6722,145.807905,6.053407119999999,2.0102459357068225,N/A
4,-36.6722,145.8280443,7.276333413333333,0.825117319427625,N/A
5,-36.8663,145.8280443,6.63186501,1.6934826284957591,N/A
6,-36.8258,145.8431488,7.245847674999999,1.0075428787620806,N/A
7,-36.7127,145.8481836,7.065300368333333,1.1098545866469705,N/A
8,-36.8663,145.8582533,6.88572148,1.3673995258774803,N/A
9,-36.8258,145.8632881,5.828683186666667,1.9146622346190452,N/A
10,-36.6844,145.8733578,6.548374281666667,1.6481056977476085,N/A
11,-36.7733,145.8733578,6.0153532133333325,1.641841036468403,N/A
12,-36.7612,145.8783926,5.730802253333334,1.893040214306205,N/A
13,-36.7935,145.8783926,6.918345493333334,1.2051895274733861,N/A
14,-36.7369,145.8884623,5.824188393333333,1.749492224427706,N/A
15,-36.8299,145.8884623,7.223296516666666,0.9656766893384641,N/A
16,-36.8501,145.8884623,7.315215385,0.9926371045629812,N/A
17,-36.8824,145.8884623,6.693506515,1.504961245800624,N/A
18,-36.6722,145.898532,6.31915579,1.7734839192647096,N/A
19,-36.8056,145.898532,6.578730193333333,1.5017639334245916,N/A
20,-36.8218,145.9136365,6.13683659,1.6761579460313603,N/A
21,-36.6763,145.9186713,6.6303409616666675,1.5007659453029019,N/A
22,-36.7733,145.9237061,6.241498941666666,1.255249303347187,N/A
23,-36.8016,145.9237061,6.666171645,1.3707730664427475,N/A
24,-36.9067,145.928741,6.583698886666666,1.4662907987148932,N/A
25,-36.7329,145.9438455,6.989444525,1.3211195966685156,N/A
26,-36.7652,145.9539151,6.65124202,1.8903984081957494,N/A
27,-36.8218,145.9539151,6.0174301366666665,1.8544107759927848,N/A
28,-36.745,145.95895,5.880973283333334,1.5468113947505229,N/A
29,-36.8703,145.95895,6.533480533333334,1.3896452272360764,N/A
30,-36.8865,145.95895,7.194833861666667,0.9130182921886495,N/A
31,-36.8339,145.9639848,7.270840641666666,1.1015976288394642,N/A
32,-36.8582,145.9740545,6.8932002699999995,1.4290803576887903,N/A
33,-36.8339,145.9790893,6.015431386666667,1.8389521394079464,N/A
34,-36.8258,145.9841241,6.01459079,1.811290838981416,N/A
35,-36.8784,145.989159,5.951764413333334,2.0083040606044253,N/A
36,-36.939,145.989159,7.215326535,1.2178946544695504,N/A
37,-36.7733,145.9941938,7.330302335,1.0389321328557737,N/A
38,-36.7975,145.9941938,6.708337265,1.6125726864855965,N/A
39,-36.8137,145.9992286,6.26057685,2.189316037004659,N/A
40,-36.8339,145.9992286,6.893278216666666,1.4531599999577287,N/A
41,-36.7046,146.0092983,6.870443373333333,1.5347697692245887,N/A
42,-36.939,146.0092983,6.408017808333333,1.3411878771426735,N/A
43,-36.7814,146.0244028,6.126931028333333,2.40462066031603,N/A
44,-36.8784,146.0395073,6.7203646783333335,1.5375292860950907,N/A
45,-36.9188,146.0395073,7.114834861666667,1.2425438805271005,N/A
46,-36.7531,146.0445422,6.886282206666667,1.5949559544266312,N/A
47,-36.8541,146.0445422,6.056355908333333,1.6795668518011007,N/A
48,-36.931,146.0445422,6.4771997699999995,1.3269824643349937,N/A
49,-36.8663,146.049577,6.653481645,1.5723799896890835,N/A
50,-36.8865,146.049577,6.54953453,1.3297659201759264,N/A
51,-36.9027,146.049577,6.879614276666667,1.4578979984151232,N/A
52,-36.8299,146.0646815,7.306555058333333,0.98014196759069,N/A
53,-36.939,146.0646815,6.3134624766666665,1.3611682523239517,N/A
54,-36.8703,146.0697163,6.788058688333334,1.4288592273153629,N/A
55,-36.7895,146.0747512,6.659978016666666,1.5592280172905117,N/A
56,-37.2139,146.0747512,6.524441958333333,1.8309638976819365,N/A
57,-36.7571,146.0848208,7.229867128333333,1.1927829356110082,N/A
58,-36.8097,146.0848208,6.2667712700000004,2.070402090318809,N/A
59,-36.9229,146.0848208,6.753442485,1.539576280085821,N/A
60,-36.9471,146.0848208,7.270415754999999,0.9742784937156446,N/A
61,-37.2261,146.0898557,5.933659826666666,1.3342059366363426,N/A
62,-36.7288,146.0948905,7.230482126666667,1.1972803648221593,N/A
63,-36.8461,146.0948905,6.0589554183333325,1.408146765656038,N/A
64,-36.8784,146.0948905,6.603310835,1.5685449703368461,N/A
65,-36.8299,146.1049602,6.480624051666666,1.9286910430731747,N/A
66,-36.7369,146.109995,7.20591393,1.1861279723490892,N/A
67,-36.842,146.1150298,6.478169575000001,1.0273545203220187,N/A
68,-36.9592,146.1200647,7.053575056666666,1.1343522721735684,N/A
69,-37.2665,146.1250995,6.522320775000001,1.729906839225143,N/A
70,-36.9107,146.1301343,7.047222115,1.1887102623711052,N/A
71,-37.5495,146.1301343,6.067087895,1.2389040894722196,N/A
72,-36.7531,146.1351692,6.759564149999999,1.55033883801016,N/A
73,-36.741,146.140204,7.210619851666667,1.1326353579758637,N/A
74,-37.3069,146.140204,6.47572645,1.7046956053410678,N/A
75,-37.5292,146.140204,4.04623671,0.6672504143532316,N/A
76,-36.8905,146.1452388,6.669648903333333,1.4305321020027046,N/A
77,-36.9633,146.1452388,5.863966659999999,1.3955359456292313,N/A
78,-36.7531,146.1502737,7.307292548333334,1.080769918035692,N/A
79,-36.8663,146.1553085,6.232857933333333,1.1952855920713743,N/A
80,-37.5373,146.1603433,6.162923046666666,1.0912378633108841,N/A
81,-36.8016,146.1653782,7.061394941666666,1.160937321811033,N/A
82,-36.9512,146.1653782,7.342025405,0.8127014429427689,N/A
83,-37.2463,146.1653782,6.380693721666667,1.1627471768855038,N/A
84,-36.741,146.170413,7.279242845,1.0657672501086726,N/A
85,-37.4767,146.170413,6.989949755,0.4367118905860166,N/A
86,-37.2341,146.1754478,5.155504626666667,0.20911137248312317,N/A
87,-37.4565,146.1754478,6.079231269999999,1.1723651404350768,N/A
88,-36.9431,146.1855175,6.750532416666667,1.3639565127409554,N/A
89,-37.5333,146.1855175,6.6498846333333335,0.5609759449415469,N/A
90,-36.842,146.1955872,6.34309217,1.1545209732926054,N/A
91,-36.8582,146.1955872,7.030690015,1.2242797137028396,N/A
92,-37.1169,146.1955872,4.26118151,0.4350610471102032,N/A
93,-37.2341,146.1955872,6.099972825,0.9486990325096576,N/A
94,-37.319,146.1955872,4.732320921666667,0.22286197261779306,N/A
