Scenario Name,,Mean time (hr),Max time (hr),99th percentile (hr),90th percentile (hr),50th percentile (hr)
0,Inspections,0.3708770294874397,3.1230650800429705,1.4765913965798285,0.796922677280331,0.2827083248008178
,Suppressions,No strikes were suppressed
