Strike ID,Latitude,Longitude,Spawn time (hr),Inspection time (hr),Suppression time (hr)
0,-37.6626,145.5309891,3.6365776966666665,0.33917308874574703,N/A
1,-36.749,145.7474869,6.968794978333333,1.3401308646551215,N/A
2,-36.745,145.7676263,6.356427016666666,1.914082752075595,N/A
3,-36.6722,145.807905,6.053407119999999,2.3984205297639507,N/A
4,-36.6722,145.8280443,7.276333413333333,1.0086166461084263,N/A
5,-36.8663,145.8280443,6.63186501,0.2961377255854131,N/A
6,-36.8258,145.8431488,7.245847674999999,0.9197605359677163,N/A
7,-36.7127,145.8481836,7.065300368333333,1.1459454688890804,N/A
8,-36.8663,145.8582533,6.88572148,0.09056435244631757,N/A
9,-36.8258,145.8632881,5.828683186666667,1.2175119571555013,N/A
10,-36.6844,145.8733578,6.548374281666667,1.676290975320078,N/A
11,-36.7733,145.8733578,6.0153532133333325,1.1795571702179495,N/A
12,-36.7612,145.8783926,5.730802253333334,2.480765725751555,N/A
13,-36.7935,145.8783926,6.918345493333334,0.23295170433671247,N/A
14,-36.7369,145.8884623,5.824188393333333,1.4375689490695862,N/A
15,-36.8299,145.8884623,7.223296516666666,0.7937053261668775,N/A
16,-36.8501,145.8884623,7.315215385,0.7629118213900903,N/A
17,-36.8824,145.8884623,6.693506515,1.3675024304836836,N/A
18,-36.6722,145.898532,6.31915579,1.953035391216182,N/A
19,-36.8056,145.898532,6.578730193333333,0.5295261102879179,N/A
20,-36.8218,145.9136365,6.13683659,1.8350876311989144,N/A
21,-36.6763,145.9186713,6.6303409616666675,1.6884787104782926,N/A
22,-36.7733,145.9237061,6.241498941666666,1.2279426438613135,N/A
23,-36.8016,145.9237061,6.666171645,0.8569579768892487,N/A
24,-36.9067,145.928741,6.583698886666666,1.4078582408317815,N/A
25,-36.7329,145.9438455,6.989444525,0.34727781821278164,N/A
26,-36.7652,145.9539151,6.65124202,0.768150018001179,N/A
27,-36.8218,145.9539151,6.0174301366666665,1.5635889041601725,N/A
28,-36.745,145.95895,5.880973283333334,1.494805166977791,N/A
29,-36.8703,145.95895,6.533480533333334,1.3425573949821359,N/A
30,-36.8865,145.95895,7.194833861666667,0.7788234094835964,N/A
31,-36.8339,145.9639848,7.270840641666666,0.3458643686636909,N/A
32,-36.8582,145.9740545,6.8932002699999995,0.9437998509642936,N/A
33,-36.8339,145.9790893,6.015431386666667,1.6700423640859057,N/A
34,-36.8258,145.9841241,6.01459079,1.642381063659375,N/A
35,-36.8784,145.989159,5.951764413333334,2.011756644332527,N/A
36,-36.939,145.989159,7.215326535,0.6835515557393996,N/A
37,-36.7733,145.9941938,7.330302335,0.6919061501708388,N/A
38,-36.7975,145.9941938,6.708337265,1.3001967160278634,N/A
39,-36.8137,145.9992286,6.26057685,1.4753725475255983,N/A
40,-36.8339,145.9992286,6.893278216666666,0.8857629947987788,N/A
41,-36.7046,146.0092983,6.870443373333333,1.3296883454614554,N/A
42,-36.939,146.0092983,6.408017808333333,1.4531361030753367,N/A
43,-36.7814,146.0244028,6.126931028333333,1.9548260994502955,N/A
44,-36.8784,146.0395073,6.7203646783333335,1.1397303395170457,N/A
45,-36.9188,146.0395073,7.114834861666667,0.7396157505540587,N/A
46,-36.7531,146.0445422,6.886282206666667,1.0951678303795112,N/A
47,-36.8541,146.0445422,6.056355908333333,1.8243903155199102,N/A
48,-36.931,146.0445422,6.4771997699999995,1.3289775925496836,N/A
49,-36.8663,146.049577,6.653481645,1.2871181934382883,N/A
50,-36.8865,146.049577,6.54953453,1.2789505877580603,N/A
51,-36.9027,146.049577,6.879614276666667,0.9802226277384983,N/A
52,-36.8299,146.0646815,7.306555058333333,0.7008856808641031,N/A
53,-36.939,146.0646815,6.3134624766666665,1.4525324779542723,N/A
54,-36.8703,146.0697163,6.788058688333334,0.9938725817430977,N/A
55,-36.7895,146.0747512,6.659978016666666,1.3513088738774421,N/A
56,-37.2139,146.0747512,6.524441958333333,1.1914963268256624,N/A
57,-36.7571,146.0848208,7.229867128333333,0.6508238471524015,N/A
58,-36.8097,146.0848208,6.2667712700000004,1.6993964091112663,N/A
59,-36.9229,146.0848208,6.753442485,1.0366481501127793,N/A
60,-36.9471,146.0848208,7.270415754999999,0.4553402688954096,N/A
61,-37.2261,146.0898557,5.933659826666666,1.743199848512492,N/A
62,-36.7288,146.0948905,7.230482126666667,0.5950453321851668,N/A
63,-36.8461,146.0948905,6.0589554183333325,1.7513899664842636,N/A
64,-36.8784,146.0948905,6.603310835,1.1335583247645808,N/A
65,-36.8299,146.1049602,6.480624051666666,1.3877360143300503,N/A
66,-36.7369,146.109995,7.20591393,0.5838929397120965,N/A
67,-36.842,146.1150298,6.478169575000001,1.293753898484947,N/A
68,-36.9592,146.1200647,7.053575056666666,0.6154140473533335,N/A
69,-37.2665,146.1250995,6.522320775000001,1.0735281869076072,N/A
70,-36.9107,146.1301343,7.047222115,0.6761934897788291,N/A
71,-37.5495,146.1301343,6.067087895,1.434898912123104,N/A
72,-36.7531,146.1351692,6.759564149999999,0.9797309641638013,N/A
73,-36.741,146.140204,7.210619851666667,0.49532304086476264,N/A
74,-37.3069,146.140204,6.47572645,1.372436092018464,N/A
75,-37.5292,146.140204,4.04623671,0.5281456346006275,N/A
76,-36.8905,146.1452388,6.669648903333333,1.0867424790926543,N/A
77,-36.9633,146.1452388,5.863966659999999,1.7615005495062066,N/A
78,-36.7531,146.1502737,7.307292548333334,0.3629582050030159,N/A
79,-36.8663,146.1553085,6.232857933333333,1.469595922263741,N/A
80,-37.5373,146.1603433,6.162923046666666,1.2872326859617684,N/A
81,-36.8016,146.1653782,7.061394941666666,0.949586438599865,N/A
82,-36.9512,146.1653782,7.342025405,0.24043570565482897,N/A
83,-37.2463,146.1653782,6.380693721666667,1.1489186872468589,N/A
84,-36.741,146.170413,7.279242845,0.3479555370759964,N/A
85,-37.4767,146.170413,6.989949755,0.5988395642460435,N/A
86,-37.2341,146.1754478,5.155504626666667,0.12969199280108923,N/A
87,-37.4565,146.1754478,6.079231269999999,1.5531619959390728,N/A
88,-36.9431,146.1855175,6.750532416666667,0.8844466563178867,N/A
89,-37.5333,146.1855175,6.6498846333333335,0.7569707675924312,N/A
90,-36.842,146.1955872,6.34309217,1.2613671194875538,N/A
91,-36.8582,146.1955872,7.030690015,0.6116283859970625,N/A
92,-37.1169,146.1955872,4.26118151,0.7545311528642363,N/A
93,-37.2341,146.1955872,6.099972825,1.576366894953445,N/A
94,-37.319,146.1955872,4.732320921666667,0.2852160957060975,N/A
95,-37.2544,146.200622,6.195292996666667,1.2347419267202198,N/A
96,-36.8824,146.2056568,6.462746626666667,1.1414323354222364,N/A
97,-37.2665,146.2056568,6.330810805,1.1325651390129345,N/A
98,-37.3554,146.2106917,3.9276182866666667,0.20153693323753435,N/A
99,-37.4524,146.2106917,7.12706182,0.39252822661129355,N/A
100,-36.8339,146.2157265,7.223728348333333,0.34046609294065394,N/A
101,-37.032,146.2157265,4.586308496666666,0.36728905565501413,N/A
102,-37.2382,146.2157265,6.217708305,1.1692681182973248,N/A
103,-37.3231,146.2157265,5.724572610000001,0.31047216346711237,N/A
104,-37.509,146.2157265,6.176568481666666,1.1689780357869737,N/A
105,-36.7531,146.2207613,7.230829713333334,0.3246032158273718,N/A
106,-36.9188,146.2207613,6.9023775800000005,0.6349639040895525,N/A
107,-36.9875,146.2207613,6.809616223333333,0.7399163241348985,N/A
108,-36.7895,146.2257962,5.786220943333333,1.680905808371499,N/A
109,-36.935,146.2257962,6.447487735,1.051350346814676,N/A
110,-37.4686,146.2257962,4.446510105,0.2469025665715526,N/A
111,-36.8178,146.230831,6.446425245,1.0747632745943296,N/A
112,-36.9027,146.230831,6.963859721666666,0.5740597518364494,N/A
113,-37.2463,146.230831,3.636621921666667,0.3316142234237931,N/A
114,-37.2665,146.2358658,5.728210823333333,0.2132153639538208,N/A
