Strike ID,Latitude,Longitude,Spawn time (hr),Inspection time (hr),Suppression time (hr)
0,-37.6626,145.5309891,3.6365776966666665,1.6626147106385178,N/A
1,-36.749,145.7474869,6.968794978333333,0.4355682817648782,N/A
2,-36.745,145.7676263,6.356427016666666,1.0095201691853517,N/A
3,-36.6722,145.807905,6.053407119999999,1.3123716742802694,N/A
4,-36.6722,145.8280443,7.276333413333333,0.051647703892800156,N/A
5,-36.8663,145.8280443,6.63186501,0.8212720182737767,N/A
6,-36.8258,145.8431488,7.245847674999999,0.08704917167919424,N/A
7,-36.7127,145.8481836,7.065300368333333,0.18727415987057006,N/A
8,-36.8663,145.8582533,6.88572148,0.5191324514128731,N/A
9,-36.8258,145.8632881,5.828683186666667,1.3820321127707444,N/A
10,-36.6844,145.8733578,6.548374281666667,0.6420605670383732,N/A
11,-36.7733,145.8733578,6.0153532133333325,1.217094134546002,N/A
12,-36.7612,145.8783926,5.730802253333334,1.6570092373664,N/A
13,-36.7935,145.8783926,6.918345493333334,0.1557972652202261,N/A
14,-36.7369,145.8884623,5.824188393333333,1.3414119956943624,N/A
15,-36.8299,145.8884623,7.223296516666666,0.04518298225557778,N/A
16,-36.8501,145.8884623,7.315215385,0.09595595840215133,N/A
17,-36.8824,145.8884623,6.693506515,0.7798956262615502,N/A
18,-36.6722,145.898532,6.31915579,0.8237531344756017,N/A
19,-36.8056,145.898532,6.578730193333333,0.569923946304996,N/A
20,-36.8218,145.9136365,6.13683659,0.9687054037603805,N/A
21,-36.6763,145.9186713,6.6303409616666675,0.47410076510407534,N/A
22,-36.7733,145.9237061,6.241498941666666,0.7136534992276615,N/A
23,-36.8016,145.9237061,6.666171645,0.3426688322555967,N/A
24,-36.9067,145.928741,6.583698886666666,0.929337897943641,N/A
25,-36.7329,145.9438455,6.989444525,0.35651581483696343,N/A
26,-36.7652,145.9539151,6.65124202,0.25386087336752705,N/A
27,-36.8218,145.9539151,6.0174301366666665,1.0292654804656225,N/A
28,-36.745,145.95895,5.880973283333334,0.9805160223441393,N/A
29,-36.8703,145.95895,6.533480533333334,0.3317828722163237,N/A
30,-36.8865,145.95895,7.194833861666667,0.18795267264957552,N/A
31,-36.8339,145.9639848,7.270840641666666,0.03988542175176614,N/A
32,-36.8582,145.9740545,6.8932002699999995,0.027373580302469742,N/A
33,-36.8339,145.9790893,6.015431386666667,0.9540317984717441,N/A
34,-36.8258,145.9841241,6.01459079,0.9833742922316085,N/A
35,-36.8784,145.989159,5.951764413333334,0.863490640853879,N/A
36,-36.939,145.989159,7.215326535,0.07519427214512385,N/A
37,-36.7733,145.9941938,7.330302335,0.10701091874784045,N/A
38,-36.7975,145.9941938,6.708337265,0.05850601312467916,N/A
39,-36.8137,145.9992286,6.26057685,0.9481326525936745,N/A
40,-36.8339,145.9992286,6.893278216666666,0.27233947198716024,N/A
41,-36.7046,146.0092983,6.870443373333333,0.11531040008723822,N/A
42,-36.939,146.0092983,6.408017808333333,0.3085439555977771,N/A
43,-36.7814,146.0244028,6.126931028333333,0.5852297857150733,N/A
44,-36.8784,146.0395073,6.7203646783333335,0.422801917463515,N/A
45,-36.9188,146.0395073,7.114834861666667,0.09984831635803959,N/A
46,-36.7531,146.0445422,6.886282206666667,0.23539472106798712,N/A
47,-36.8541,146.0445422,6.056355908333333,1.038293106634695,N/A
48,-36.931,146.0445422,6.4771997699999995,0.18438544507212404,N/A
49,-36.8663,146.049577,6.653481645,0.40769344079251013,N/A
50,-36.8865,146.049577,6.54953453,0.5620221657045295,N/A
51,-36.9027,146.049577,6.879614276666667,0.19408330752834446,N/A
52,-36.8299,146.0646815,7.306555058333333,0.2914901013957701,N/A
53,-36.939,146.0646815,6.3134624766666665,0.30794033047671293,N/A
54,-36.8703,146.0697163,6.788058688333334,0.2347328590761198,N/A
55,-36.7895,146.0747512,6.659978016666666,0.3878525433651369,N/A
56,-37.2139,146.0747512,6.524441958333333,0.5110436872448079,N/A
57,-36.7571,146.0848208,7.229867128333333,0.25521285384533154,N/A
58,-36.8097,146.0848208,6.2667712700000004,0.7359400785989612,N/A
59,-36.9229,146.0848208,6.753442485,0.2582321302705734,N/A
60,-36.9471,146.0848208,7.270415754999999,0.11210960454896142,N/A
61,-37.2261,146.0898557,5.933659826666666,0.2931882506541226,N/A
62,-36.7288,146.0948905,7.230482126666667,0.28892035460779575,N/A
63,-36.8461,146.0948905,6.0589554183333325,0.9059804569202414,N/A
64,-36.8784,146.0948905,6.603310835,0.5162832418099383,N/A
65,-36.8299,146.1049602,6.480624051666666,0.47161089721161564,N/A
66,-36.7369,146.109995,7.20591393,0.2660132198372988,N/A
67,-36.842,146.1150298,6.478169575000001,0.448344388920925,N/A
68,-36.9592,146.1200647,7.053575056666666,0.1641249817561786,N/A
69,-37.2665,146.1250995,6.522320775000001,0.12464903757524856,N/A
70,-36.9107,146.1301343,7.047222115,0.25145886447568044,N/A
71,-37.5495,146.1301343,6.067087895,0.5899911545804277,N/A
72,-36.7531,146.1351692,6.759564149999999,0.6904450978534553,N/A
73,-36.741,146.140204,7.210619851666667,0.21252060546407342,N/A
74,-37.3069,146.140204,6.47572645,0.24304892145932475,N/A
75,-37.5292,146.140204,4.04623671,0.5811621171463665,N/A
76,-36.8905,146.1452388,6.669648903333333,0.2951105097335676,N/A
77,-36.9633,146.1452388,5.863966659999999,1.0486792440188988,N/A
78,-36.7531,146.1502737,7.307292548333334,0.08015576960232668,N/A
